IDI_baseline,time_baseline,IDI_tool,time_tool
0.0,101.99861745594535,0,6.522438035986852
0.0,103.13627536798595,0.017,423.2016649149591
0.0,103.9155625939602,0.014,225.07167312101228
0.0,107.54035102401394,0,6.471576165989973
0.0,106.35463102703216,0,6.419635692960583
0.0,106.45968849299243,0,6.466585536021739
0.0,106.59694024099736,0,6.418074042012449
0.0,107.0516447009868,0,6.486588970001321
0.0,107.34264357498614,0.027,366.3218525199918
0.0,107.05994080001255,0,6.366676633013412
