IDI_baseline,time_baseline,IDI_tool,time_tool
0.06,106.31651892099762,0.015,6.08927
0.066,106.4870612329687,0.003,7.1223167000000001
0.063,105.25709107297007,0.021,4.5620889000000001
0.063,106.77008586499142,0.004,11.4698514
0.06,105.45289736200357,0.002,7.615452199999999
0.051,106.18966585805174,0.009,3.9694008
0.044,105.73263718897942,0.0,3.5867382999999995
0.042,107.24759809899842,0.0,5.4452101
0.043,107.6249908360187,0.007,11.581396100000001
0.057,107.33808818104444,0.01,13.765766
