IDI_baseline,time_baseline,IDI_tool,time_tool
0.0,106.46413115301402,0,0.28100677800830454
0.0,106.1943879359751,0,0.2420267200213857
0.0,105.85066112101777,0,0.24339197599329054
0.0,106.29402314202162,0,0.23718889895826578
0.0,105.70369496900821,0,0.2403254709788598
0.0,106.48111978196539,0,0.24614588299300522
0.0,106.46770741703222,0,0.23988145199837163
0.0,105.84310194599675,0,0.2378052489948459
0.0,106.2948498709593,0,0.24293919402407482
0.0,106.69797964801546,0,0.24459623196162283
